INGRESO_BIN,CALIF_FINAL,EDAD,N_INTENTOS,TIEMPO_DESDE_EGRESO,CALIF_PROMEDIO_HIST,HA_INGRESADO_ANTES,PUNTAJE_MINEDU,ES_MIGRANTE,NIVEL_DIFICULTAD,COLEGIO_TIPO_GESTION,EGRESADO_RECIENTE_BIN,FACULTAD_COD,SEXO_COD,ANIO_POSTULA,ASISTENCIA,PARCIAL_1,PARCIAL_2
0,4.905,17.0,1,1,0.0,0,6.85,0,3,0,1,11,1,2018,0.5,9.2,9.7
1,10.503,17.0,1,1,0.0,0,6.85,0,4,0,1,3,1,2022,0.99,17.4,19.2
0,4.467,19.0,1,2,0.0,0,6.85,0,3,0,0,11,1,2019,0.78,8.0,7.2
0,3.275,20.0,2,3,4.466999999999999,0,6.85,0,3,0,0,11,1,2020,0.65,12.2,12.2
0,5.053,20.0,1,3,0.0,0,7.9,0,3,0,0,11,1,2019,0.94,10.6,10.9
0,5.629,21.0,2,4,5.052999999999999,0,7.9,0,3,0,0,11,1,2020,0.83,9.8,7.6
0,0.335,22.0,3,5,5.340999999999999,0,7.9,0,3,0,0,11,1,2021,0.61,7.7,8.0
0,1.713,18.0,1,1,0.0,0,3.8,1,3,0,1,11,1,2016,0.9,11.4,12.7
0,4.105,19.0,1,2,0.0,0,7.1,0,3,0,0,11,1,2024,0.65,9.9,9.0
0,7.668,19.0,1,2,0.0,0,7.1,0,3,0,0,11,1,2024,0.98,7.5,7.4
0,5.365,19.0,2,2,7.668000000000001,0,7.1,0,3,0,0,11,1,2024,0.97,9.3,10.0
0,6.057,17.0,1,1,0.0,0,7.1499999999999995,0,3,0,1,11,1,2024,0.68,11.0,10.0
0,10.635,18.0,2,2,6.057,0,7.1499999999999995,0,3,1,0,11,1,2025,0.89,10.8,10.7
0,0.15,17.0,1,2,0.0,0,6.7,0,3,0,0,11,1,2021,0.7,10.6,11.5
0,3.292,17.0,1,1,0.0,0,7.0,0,3,0,1,11,0,2021,0.98,12.0,12.2
0,2.653,19.0,1,2,0.0,0,6.900994407311418,0,3,0,0,11,1,2022,1.0,12.5,11.9
0,2.011,20.0,2,3,2.6529999999999996,0,6.900994407311418,1,3,0,0,11,1,2023,0.79,11.2,12.2
0,5.973,18.0,1,2,0.0,0,7.1,0,3,0,0,11,1,2024,0.5,7.9,9.8
0,6.437,18.0,2,2,5.973,0,7.1,0,3,0,0,11,1,2024,0.9,6.8,5.3
0,4.266,19.0,3,3,6.205000000000001,0,7.1,0,3,0,0,11,1,2025,1.0,8.0,6.6
1,15.748,18.0,1,2,0.0,0,7.9,0,5,0,0,4,0,2018,0.93,20.0,20.0
0,1.821,19.0,1,2,0.0,0,7.1499999999999995,0,3,0,0,11,0,2025,0.5,10.1,10.7
1,14.17,19.0,1,2,0.0,0,7.1,0,4,0,0,5,1,2024,1.0,15.6,15.6
0,6.268,19.0,1,2,0.0,0,6.85,0,3,0,0,11,0,2023,0.71,9.1,10.7
0,3.197,20.0,2,3,6.268,0,6.85,0,3,0,0,11,0,2024,0.63,8.8,7.4
0,3.697,18.0,1,2,0.0,0,7.9,0,3,0,0,11,0,2017,0.76,9.2,8.3
0,8.779,20.0,2,4,3.696999999999999,0,7.9,0,3,0,0,11,0,2019,1.0,9.2,11.0
0,11.035,17.0,1,1,0.0,0,7.6,0,3,0,1,11,0,2022,0.82,7.5,7.3
0,13.095,18.0,2,2,11.035000000000002,0,7.6,0,3,0,0,11,0,2023,0.62,6.5,8.6
0,11.139,19.0,1,2,0.0,0,6.85,0,3,0,0,11,0,2023,0.84,10.7,11.4
0,4.384,18.0,1,2,0.0,0,6.900994407311418,1,3,0,0,11,0,2020,0.6,12.0,12.2
0,12.563,18.0,1,2,0.0,0,6.7,0,3,0,0,11,1,2021,0.67,15.5,16.1
1,11.806,18.0,2,2,12.563,0,6.7,0,5,0,0,1,1,2021,0.93,20.0,18.7
0,0.249,19.0,1,3,0.0,0,7.0,0,3,0,0,11,1,2023,0.71,8.5,9.8
0,4.012,19.0,2,3,0.24899999999999967,0,7.0,0,3,0,0,11,1,2023,0.83,7.5,7.8
0,3.571,20.0,3,4,2.1304999999999996,0,7.0,0,3,0,0,11,1,2024,1.0,12.2,10.2
0,4.279,20.0,4,4,2.6106666666666665,0,7.0,0,3,0,0,11,1,2024,0.61,11.4,11.5
1,12.616,18.0,1,2,0.0,0,7.0,0,2,0,0,7,1,2022,0.96,15.3,15.1
0,7.116,18.0,1,1,0.0,0,7.5,1,3,0,1,11,1,2018,0.86,7.1,8.3
0,14.695,19.0,2,2,7.116,0,7.5,1,3,0,0,11,1,2019,0.91,11.8,11.1
1,15.382,19.0,3,2,10.9055,0,7.5,1,4,0,0,5,1,2019,0.98,16.6,17.0
0,8.89,17.0,1,1,0.0,0,6.4,0,3,1,1,11,1,2019,0.71,8.3,7.9
0,12.23,18.0,2,2,8.89,0,6.4,0,3,0,0,11,1,2020,0.94,15.1,14.0
1,11.662,19.0,3,3,10.560000000000002,0,6.4,0,2,0,0,9,1,2021,0.93,15.5,15.3
0,6.498,17.0,1,1,0.0,0,7.0,0,3,0,1,11,1,2021,0.91,5.9,4.2
0,3.808,19.0,1,3,0.0,0,6.85,0,3,0,0,11,1,2024,0.82,9.9,9.8
0,0.422,18.0,1,2,0.0,0,6.7,1,3,0,0,11,1,2021,0.79,11.6,9.3
0,5.744,19.0,1,2,0.0,0,7.1,0,3,0,0,11,1,2024,0.61,3.3,3.7
0,5.736,19.0,1,3,0.0,0,6.900994407311418,1,3,0,0,11,1,2021,0.87,11.0,11.4
0,6.862,17.0,1,1,0.0,0,6.4,0,3,0,1,11,0,2019,0.98,12.3,13.6
0,4.621,17.0,2,2,6.862,0,6.85,0,3,0,0,11,0,2019,0.93,10.4,9.9
0,3.08,20.0,1,3,0.0,0,6.7,0,3,0,0,11,1,2022,0.72,9.2,9.9
0,5.574,20.0,2,3,3.08,0,6.7,0,3,0,0,11,1,2022,0.84,9.0,7.3
0,6.467,21.0,3,4,4.327,0,6.7,0,3,0,0,11,1,2023,0.8,8.8,9.1
0,4.712,21.0,4,4,5.040333333333333,0,6.7,0,3,0,0,11,1,2023,1.0,6.5,5.7
0,9.675,22.0,5,5,4.95825,0,6.7,0,3,0,0,11,1,2024,0.96,7.7,7.1
0,3.384,18.0,1,2,0.0,0,6.85,0,3,0,0,11,0,2019,0.77,9.7,8.9
0,1.578,18.0,1,1,0.0,0,6.85,0,3,0,1,11,1,2022,0.69,8.0,8.5
0,3.066,18.0,1,1,0.0,0,6.85,0,3,0,1,11,1,2018,0.97,7.2,7.2
0,4.383,19.0,2,1,3.066,0,6.4,0,3,0,1,11,1,2019,0.77,11.3,12.2
0,7.4,19.0,1,3,0.0,0,7.9,0,3,0,0,11,0,2017,0.89,10.3,9.2
0,5.788,20.0,2,4,7.4,0,7.9,0,3,0,0,11,0,2018,0.86,8.1,6.6
0,11.126,21.0,1,5,0.0,0,7.9,0,3,1,0,11,1,2019,0.83,10.7,9.4
0,9.747,21.0,2,5,11.125999999999998,0,7.9,0,3,0,0,11,1,2019,0.72,8.3,6.7
0,15.506,20.0,1,4,0.0,0,7.9,0,3,0,0,11,1,2017,0.68,7.9,8.5
1,14.921,21.0,2,5,15.506,0,7.9,0,5,0,0,1,1,2018,0.93,17.2,17.8
0,9.211,18.0,1,2,0.0,0,6.900994407311418,1,3,0,0,11,1,2018,0.72,9.0,7.5
0,13.927,19.0,2,3,9.210999999999999,0,6.900994407311418,1,3,0,0,11,1,2019,0.69,6.0,6.5
1,15.009,19.0,3,3,11.568999999999999,0,6.900994407311418,1,2,0,0,9,1,2019,0.92,13.3,12.5
0,10.711,19.0,1,1,0.0,0,6.900994407311418,0,3,0,1,11,1,2019,0.8,8.7,9.3
0,5.583,19.0,1,2,0.0,0,7.1499999999999995,0,3,1,0,11,1,2025,0.75,3.2,0.7
0,8.06,19.0,1,2,0.0,0,7.9,0,3,0,0,11,0,2017,0.67,10.7,10.5
0,5.215,19.0,2,2,8.06,0,7.9,0,3,0,0,11,0,2017,0.9,8.9,9.2
0,5.897,20.0,3,3,6.6375,0,7.9,0,3,0,0,11,0,2018,0.71,12.4,11.9
0,10.495,20.0,4,3,6.390666666666668,0,7.9,0,3,0,0,11,0,2018,0.81,9.9,10.0
0,12.407,21.0,5,4,7.4167499999999995,0,7.9,0,3,0,0,11,0,2019,0.62,11.2,12.3
0,13.013,21.0,6,4,8.414800000000001,0,7.9,0,3,0,0,11,0,2019,0.55,12.4,12.1
0,12.809,22.0,7,5,9.181166666666668,0,7.9,0,3,0,0,11,0,2020,0.7,9.1,10.0
0,2.193,17.0,1,1,0.0,0,4.8,0,3,0,1,11,1,2024,0.51,9.4,10.1
0,10.619,20.0,1,4,0.0,0,7.9,0,3,0,0,11,0,2017,1.0,5.5,4.7
0,6.185,17.0,1,1,0.0,0,5.7,1,3,1,1,11,1,2024,1.0,12.5,9.9
0,9.082,18.0,2,1,6.184999999999999,0,5.0,1,3,1,1,11,1,2025,0.79,9.0,9.1
0,6.696,18.0,1,2,0.0,0,7.9,0,3,0,0,11,1,2017,0.94,6.9,8.1
0,10.794,18.0,2,2,6.6960000000000015,0,7.9,0,3,0,0,11,1,2017,0.51,11.2,12.4
0,10.778,19.0,3,3,8.745000000000001,0,7.9,0,3,0,0,11,1,2018,0.8,4.0,4.3
0,11.069,19.0,4,3,9.422666666666666,0,7.9,0,3,0,0,11,1,2018,1.0,8.3,7.8
0,11.518,20.0,5,4,9.83425,0,7.9,0,3,0,0,11,1,2019,0.91,11.7,12.4
1,13.082,20.0,6,4,10.171000000000001,0,7.9,0,3,0,0,2,1,2019,0.92,16.5,15.2
0,1.165,18.0,1,2,0.0,0,7.0,0,3,0,0,11,0,2022,0.8,7.6,8.0
0,6.641,17.0,1,1,0.0,0,6.85,0,3,0,1,11,1,2022,0.69,8.4,9.4
0,4.965,20.0,1,4,0.0,0,7.9,0,3,0,0,11,1,2016,0.9,4.4,4.3
0,7.997,18.0,1,1,0.0,0,6.95,0,3,0,1,11,1,2025,1.0,11.2,10.1
1,15.043,19.0,1,4,0.0,0,6.900994407311418,1,2,0,0,7,1,2016,0.92,14.6,14.6
0,10.462,21.0,1,3,0.0,0,7.9,0,3,0,0,11,1,2016,0.96,8.7,7.7
0,12.544,22.0,2,4,10.462,0,7.9,0,3,0,0,11,1,2017,0.51,9.4,9.0
0,10.847,22.0,3,4,11.503,0,7.9,0,3,0,0,11,1,2017,0.85,11.0,11.9
1,12.177,23.0,4,5,11.284333333333334,0,7.9,0,2,0,0,7,1,2018,1.0,14.1,15.1
0,6.357,20.0,1,3,0.0,0,6.85,0,3,0,0,11,1,2024,0.7,6.0,6.1
0,8.127,21.0,2,4,6.357000000000001,0,6.85,0,3,1,0,11,1,2025,1.0,10.8,10.0
0,6.631,19.0,1,2,0.0,0,7.9,0,3,1,0,11,1,2018,0.65,10.6,8.5
1,14.28,20.0,2,3,6.631000000000002,0,7.9,0,3,1,0,10,1,2019,1.0,17.9,18.2
0,5.3,18.0,1,1,0.0,0,6.85,0,3,0,1,11,0,2022,0.9,12.1,10.6
0,6.585,19.0,2,2,5.3,0,6.85,0,3,0,0,11,0,2023,1.0,9.5,9.6
0,4.06,19.0,3,2,5.942500000000001,0,6.85,0,3,0,0,11,0,2023,0.68,12.2,11.5
0,4.735,20.0,4,3,5.315,0,6.85,0,3,0,0,11,0,2024,0.92,12.9,13.6
0,7.047,19.0,1,3,0.0,0,7.9,0,3,0,0,11,0,2016,1.0,10.9,9.7
0,11.684,20.0,2,4,7.046999999999999,0,7.9,0,3,0,0,11,0,2017,0.93,7.5,6.1
1,12.075,20.0,3,4,9.365499999999999,0,7.9,0,3,0,0,10,0,2017,0.97,12.1,12.4
1,9.057,19.0,1,3,0.0,0,6.85,0,3,0,0,10,0,2024,0.98,16.0,16.0
0,0.574,20.0,1,3,0.0,0,6.4,0,3,0,0,11,1,2021,0.96,5.7,6.4
0,3.999,18.0,1,2,0.0,0,7.0,0,3,1,0,11,1,2022,0.93,8.4,9.7
0,6.572,18.0,2,2,3.9989999999999997,0,7.0,0,3,1,0,11,1,2022,0.77,8.5,8.1
0,5.681,19.0,3,3,5.285500000000001,0,7.0,0,3,1,0,11,1,2023,0.94,7.2,8.0
0,7.553,19.0,1,2,0.0,0,7.1,0,3,0,0,11,1,2024,1.0,11.6,9.9
0,5.121,19.0,1,3,0.0,0,7.1,0,3,0,0,11,1,2025,0.68,10.3,9.1
0,7.169,18.0,1,1,0.0,0,6.900994407311418,1,3,0,1,11,1,2022,0.72,7.6,7.6
0,12.669,17.0,1,1,0.0,0,6.7,0,3,0,1,11,1,2020,0.68,10.9,10.5
1,12.2,18.0,2,2,12.669,0,6.7,0,3,0,0,11,1,2021,0.98,16.7,14.5
0,3.4,18.0,1,1,0.0,0,4.2,0,3,0,1,11,1,2024,0.66,7.2,8.9
0,2.339,19.0,2,2,3.4,0,4.2,0,3,0,0,11,1,2025,0.81,7.6,5.5
0,6.469,20.0,1,3,0.0,0,6.7,0,3,0,0,11,1,2022,0.98,10.5,10.0
0,7.188,20.0,2,3,6.469,0,6.7,0,3,0,0,11,1,2022,0.51,11.7,12.7
0,9.792,21.0,3,4,6.828499999999999,0,6.7,0,3,0,0,11,1,2023,0.74,8.2,8.0
0,8.54,21.0,4,4,7.816333333333333,0,6.7,0,3,0,0,11,1,2023,0.86,10.8,11.3
0,3.587,19.0,1,2,0.0,0,6.7,0,3,1,0,11,0,2021,1.0,13.4,12.6
0,4.293,20.0,2,3,3.5870000000000006,0,6.7,0,3,0,0,11,1,2022,1.0,6.3,6.4
0,12.791,18.0,1,1,0.0,0,7.1499999999999995,0,3,0,1,11,1,2024,0.83,10.3,11.7
1,14.681,19.0,2,2,12.791000000000002,0,7.1499999999999995,0,3,0,0,11,1,2025,0.95,15.1,14.6
0,1.594,20.0,1,4,0.0,0,4.6,0,3,0,0,11,1,2024,0.94,9.2,9.6
0,1.52,21.0,2,5,1.5939999999999999,0,4.6,0,3,0,0,11,1,2025,0.86,12.5,12.2
1,13.898,18.0,1,1,0.0,0,7.1,0,3,0,1,0,0,2023,0.94,15.8,15.9
0,6.875,18.0,1,2,0.0,0,7.9,0,3,1,0,11,0,2017,0.61,10.3,10.7
0,4.427,19.0,2,3,6.875,0,7.9,0,3,0,0,11,0,2018,0.69,8.8,7.6
0,9.244,19.0,3,3,5.651,0,7.9,0,3,1,0,11,0,2018,0.5,11.8,10.8
0,11.708,20.0,4,4,6.8486666666666665,0,7.9,0,3,1,0,11,0,2019,0.9,11.5,10.9
0,11.205,20.0,5,4,8.063500000000001,0,7.9,0,3,1,0,11,0,2019,0.66,3.1,3.8
1,13.061,21.0,6,5,8.691799999999999,0,7.9,0,3,1,0,10,0,2020,0.95,15.5,16.4
0,4.516,18.0,1,1,0.0,0,6.7,0,3,0,1,11,1,2020,0.71,8.4,10.1
0,3.757,19.0,1,3,0.0,0,6.4,0,3,0,0,11,1,2021,0.65,10.4,10.0
0,5.14,19.0,2,3,3.7570000000000006,0,2.9,1,3,0,0,11,1,2021,0.8,8.9,8.4
0,5.606,20.0,3,4,4.4485,0,6.4,0,3,0,0,11,1,2022,0.82,9.2,9.3
0,0.71,19.0,1,3,0.0,0,6.4,0,3,0,0,11,1,2021,0.79,7.2,6.1
0,6.015,19.0,2,3,0.71,0,6.4,0,3,0,0,11,1,2021,1.0,11.2,12.2
1,12.607,20.0,3,4,3.3625000000000007,0,6.4,0,5,0,0,4,1,2022,0.91,19.5,18.6
1,17.338,20.0,1,4,0.0,0,7.9,0,5,0,0,6,1,2019,0.96,19.8,18.7
0,1.386,17.0,1,1,0.0,0,6.4,0,3,0,1,11,1,2019,0.72,5.9,4.5
0,12.857,18.0,1,2,0.0,0,6.85,0,3,0,0,11,0,2019,0.93,9.5,8.8
1,14.075,19.0,2,3,12.857,0,6.85,0,3,0,0,10,0,2020,1.0,14.1,13.8
0,0.257,18.0,1,1,0.0,0,7.1,0,3,0,1,11,1,2023,1.0,12.3,11.6
0,1.118,19.0,2,2,0.2569999999999999,0,7.1,0,3,0,0,11,1,2024,0.91,6.3,5.3
1,13.546,18.0,1,2,0.0,0,6.900994407311418,1,5,0,0,1,1,2021,0.95,20.0,20.0
0,3.98,18.0,1,2,0.0,0,6.900994407311418,0,3,0,0,11,1,2023,0.85,4.0,3.7
0,6.782,19.0,2,3,3.9800000000000004,0,6.900994407311418,1,3,0,0,11,1,2024,0.68,12.8,13.2
0,11.437,19.0,3,3,5.380999999999999,0,6.900994407311418,1,3,0,0,11,1,2024,0.79,10.0,10.5
0,11.688,20.0,4,4,7.399666666666666,0,6.900994407311418,0,3,0,0,11,1,2025,1.0,8.2,7.7
0,6.767,20.0,1,3,0.0,0,7.9,0,3,0,0,11,1,2018,0.86,6.3,5.8
0,8.602,21.0,2,4,6.7669999999999995,0,7.9,0,3,0,0,11,1,2019,0.74,10.4,10.8
0,4.066,21.0,1,4,0.0,0,7.9,0,3,0,0,11,1,2017,0.95,6.6,5.6
0,0.304,17.0,1,1,0.0,0,7.0,0,3,0,1,11,0,2021,0.58,9.7,10.2
1,15.439,20.0,1,4,0.0,0,7.9,0,5,0,0,6,1,2020,0.95,18.8,16.1
0,5.552,19.0,1,2,0.0,0,7.9,0,3,0,0,11,1,2017,0.82,8.5,8.5
0,9.288,20.0,2,3,5.552,0,7.9,0,3,1,0,11,1,2018,0.64,7.0,7.6
0,11.025,20.0,3,3,7.420000000000001,0,7.9,0,3,0,0,11,1,2018,0.87,10.4,11.4
0,13.64,21.0,4,4,8.621666666666668,0,7.9,0,3,1,0,11,1,2019,0.55,6.3,4.8
1,14.54,21.0,5,4,9.87625,0,7.9,0,4,1,0,3,1,2019,0.98,18.9,19.2
1,13.442,21.0,1,4,0.0,0,7.9,0,2,0,0,7,1,2020,0.94,13.1,14.7
0,4.495,18.0,1,2,0.0,0,7.9,0,3,0,0,11,0,2018,0.99,9.0,11.3
0,4.662,19.0,2,3,4.495,0,7.9,0,3,0,0,11,0,2019,0.75,7.2,7.2
0,7.441,19.0,3,3,4.5785,0,7.9,0,3,0,0,11,0,2019,0.73,8.3,7.4
0,10.97,20.0,4,4,5.532666666666667,0,7.9,0,3,0,0,11,0,2020,0.63,8.7,10.2
0,0.0,21.0,5,5,6.892,0,7.9,0,3,0,0,11,0,2021,0.78,10.4,11.0
0,1.73,21.0,6,5,5.5136,0,7.9,0,3,0,0,11,0,2021,0.71,12.0,14.0
0,3.371,17.0,1,1,0.0,0,7.0,0,3,0,1,11,1,2021,0.87,6.8,8.6
0,7.193,19.0,2,3,3.3710000000000004,0,7.0,0,3,0,0,11,1,2023,0.97,11.9,10.3
0,6.938,19.0,3,3,5.282,0,7.0,0,3,0,0,11,1,2023,0.92,10.9,11.4
0,3.668,23.0,1,5,0.0,0,7.9,0,3,0,0,11,0,2018,0.5,8.1,8.4
0,0.402,19.0,1,2,0.0,0,6.7,0,3,0,0,11,1,2021,0.88,6.7,7.6
0,0.235,18.0,1,2,0.0,0,6.7,0,3,0,0,11,1,2021,0.86,9.7,9.7
0,10.766,17.0,1,2,0.0,0,7.9,0,3,0,0,11,0,2016,0.92,12.0,11.8
0,11.762,18.0,2,3,10.765999999999998,0,7.9,0,3,0,0,11,0,2017,0.97,6.6,6.4
1,14.757,18.0,3,3,11.264,0,7.9,0,2,0,0,9,0,2017,0.93,13.0,14.1
0,10.933,19.0,1,2,0.0,0,6.85,0,3,1,0,11,1,2023,0.58,9.2,9.1
0,12.225,20.0,2,3,10.933000000000002,0,6.85,0,3,1,0,11,1,2024,0.58,8.0,8.0
0,12.517,20.0,3,3,11.578999999999999,0,6.85,0,3,0,0,11,1,2024,0.91,9.1,8.1
0,13.943,21.0,4,4,11.891666666666666,0,6.85,0,3,1,0,11,1,2025,0.92,12.1,11.3
0,4.919,19.0,1,3,0.0,0,6.85,0,3,0,0,11,1,2024,0.86,6.4,5.1
0,5.196,19.0,2,3,4.918999999999999,0,6.85,0,3,0,0,11,1,2024,0.96,8.4,7.9
0,5.937,20.0,3,4,5.057499999999999,0,6.85,0,3,0,0,11,1,2025,0.66,7.5,6.6
0,12.405,18.0,1,1,0.0,0,7.1499999999999995,0,3,0,1,11,1,2024,0.56,9.3,8.2
1,14.809,19.0,2,2,12.405,0,7.1499999999999995,0,5,0,0,4,1,2025,0.93,17.1,16.8
0,4.434,18.0,1,2,0.0,0,7.0,0,3,0,0,11,1,2022,0.86,5.0,5.9
0,2.678,18.0,1,2,0.0,0,6.4,0,3,0,0,11,1,2020,1.0,6.8,5.6
1,13.722,18.0,1,1,0.0,0,7.1499999999999995,0,5,0,1,4,1,2024,1.0,19.6,20.0
0,1.949,17.0,1,1,0.0,0,6.900994407311418,1,3,0,1,11,1,2017,0.66,10.0,10.9
0,0.242,18.0,1,2,0.0,0,6.7,0,3,0,0,11,0,2021,0.54,9.9,8.5
0,6.03,18.0,1,1,0.0,0,7.1,0,3,0,1,11,1,2024,0.81,8.7,7.6
0,8.71,18.0,1,2,0.0,0,7.1,0,3,0,0,11,0,2024,0.95,9.3,11.1
0,5.942,19.0,2,3,8.71,0,7.1,0,3,0,0,11,0,2025,0.83,8.3,8.6
0,7.768,18.0,1,2,0.0,0,6.900994407311418,1,3,0,0,11,0,2024,0.94,10.7,11.3
0,8.261,21.0,1,4,0.0,0,7.9,0,3,0,0,11,1,2017,0.87,9.7,9.2
0,5.345,22.0,2,5,8.261,0,7.9,0,3,0,0,11,1,2018,0.81,6.5,6.0
0,10.298,19.0,1,2,0.0,0,7.9,0,3,0,0,11,0,2017,0.85,10.4,11.4
0,11.748,20.0,2,3,10.298,0,7.9,0,3,0,0,11,0,2018,0.73,5.9,5.4
1,13.744,20.0,3,3,11.023,0,7.9,0,2,1,0,8,0,2018,0.95,14.4,16.4
1,14.546,17.0,1,1,0.0,0,6.900994407311418,1,5,0,1,4,1,2024,0.92,19.4,19.0
1,14.69,18.0,1,2,0.0,0,6.85,0,4,0,0,3,1,2019,0.98,16.4,14.7
1,15.578,18.0,1,3,0.0,0,7.9,0,5,0,0,4,1,2016,0.97,20.0,20.0
0,12.802,21.0,1,5,0.0,0,6.900994407311418,0,3,0,0,11,1,2016,0.54,13.2,14.3
0,7.859,18.0,1,2,0.0,0,7.0,0,3,0,0,11,1,2022,0.99,11.8,12.9
1,15.285,20.0,2,4,7.858999999999998,0,7.0,0,5,0,0,4,1,2024,0.98,17.4,16.9
0,3.939,18.0,1,2,0.0,0,7.1,0,3,0,0,11,0,2024,0.64,8.3,9.7
0,4.866,17.0,1,1,0.0,0,6.4,0,3,1,1,11,1,2019,0.75,11.3,12.3
0,0.876,18.0,2,2,4.866,0,6.4,0,3,0,0,11,1,2020,0.93,8.8,8.9
0,6.362,18.0,1,2,0.0,0,2.8,1,3,0,0,11,0,2017,0.68,11.2,12.2
0,8.117,19.0,2,3,6.362,0,2.8,1,3,0,0,11,0,2018,0.85,6.9,7.9
0,7.478,20.0,3,4,7.2395000000000005,0,2.8,1,3,0,0,11,0,2019,0.85,7.8,10.5
0,6.69,20.0,4,4,7.319,0,2.8,1,3,0,0,11,0,2019,0.58,11.8,11.7
0,3.522,18.0,1,2,0.0,0,8.6,1,3,0,0,11,0,2025,0.5,13.1,11.4
0,4.398,19.0,1,1,0.0,0,2.4,1,3,0,1,11,0,2018,0.66,9.3,8.6
0,10.437,20.0,2,3,4.398,0,2.2,1,3,0,0,11,0,2019,0.9,2.4,3.1
0,10.486,20.0,3,3,7.417499999999999,0,2.2,1,3,0,0,11,0,2019,0.89,8.9,8.4
0,11.059,21.0,4,4,8.440333333333333,0,2.2,1,3,0,0,11,0,2020,0.52,9.5,8.8
0,7.555,17.0,1,1,0.0,0,7.1499999999999995,0,3,0,1,11,1,2024,1.0,8.8,8.8
0,11.195,18.0,2,2,7.555,0,7.1499999999999995,0,3,0,0,11,1,2025,1.0,10.2,12.2
0,4.149,18.0,1,1,0.0,0,7.9,0,3,0,1,11,0,2017,0.91,8.2,7.2
0,8.081,19.0,2,2,4.149000000000001,0,7.9,0,3,0,0,11,0,2018,0.89,11.5,9.6
0,8.94,19.0,3,2,6.115000000000001,0,7.9,0,3,0,0,11,0,2018,0.5,6.5,8.3
0,10.504,20.0,4,3,7.0566666666666675,0,7.9,0,3,0,0,11,0,2019,0.94,12.5,13.1
0,9.907,20.0,5,3,7.918500000000001,0,7.9,0,3,0,0,11,0,2019,0.9,13.3,11.5
0,8.78,18.0,1,2,0.0,0,7.1,0,3,0,0,11,1,2024,0.86,7.1,6.7
1,12.307,19.0,2,3,8.78,0,7.1,0,4,0,0,3,1,2025,0.98,19.7,20.0
0,8.85,19.0,1,2,0.0,0,6.85,0,3,0,0,11,1,2023,0.75,10.4,10.2
1,9.514,19.0,2,2,8.849999999999998,0,6.85,0,3,0,0,2,1,2023,0.92,13.8,13.2
0,1.89,19.0,1,2,0.0,0,7.9,0,3,0,0,11,0,2017,0.82,8.2,8.3
0,2.019,19.0,2,2,1.8899999999999997,0,7.9,0,3,0,0,11,0,2017,0.78,12.2,14.3
0,2.949,18.0,1,2,0.0,0,6.4,0,3,0,0,11,0,2020,0.93,11.2,11.0
0,3.62,20.0,1,3,0.0,0,6.7,0,3,1,0,11,1,2022,0.95,14.4,13.8
1,12.372,20.0,2,3,3.620000000000001,0,6.7,0,5,1,0,4,1,2022,0.99,20.0,20.0
0,10.408,19.0,1,3,0.0,0,6.85,1,3,0,0,11,1,2024,0.78,7.9,7.2
0,11.519,19.0,2,3,10.408,0,6.85,1,3,0,0,11,1,2024,0.85,9.5,7.7
0,4.322,19.0,1,3,0.0,0,7.9,0,3,0,0,11,1,2017,0.85,9.0,8.9
0,4.123,18.0,1,2,0.0,0,5.2,1,3,0,0,11,1,2017,0.8,9.1,8.9
0,5.006,17.0,1,1,0.0,0,6.900994407311418,0,3,1,1,11,0,2019,0.7,9.3,8.6
0,0.0,19.0,2,3,5.006,0,6.900994407311418,0,3,1,0,11,0,2021,0.86,7.1,6.2
0,1.116,16.0,1,1,0.0,0,6.7,0,3,1,1,11,0,2020,0.88,10.1,9.7
0,1.727,17.0,2,2,1.1159999999999999,0,6.7,0,3,1,0,11,0,2021,0.8,5.9,7.4
0,1.43,19.0,1,2,0.0,0,6.7,0,3,0,0,11,1,2021,0.84,7.6,10.0
0,3.052,20.0,2,3,1.4300000000000002,0,6.7,0,3,0,0,11,1,2022,0.74,9.1,10.0
0,4.064,18.0,1,1,0.0,0,1.5,1,3,0,1,11,1,2017,0.78,3.8,3.5
0,2.05,23.0,1,5,0.0,0,7.9,0,3,0,0,11,1,2017,0.95,8.4,9.2
0,3.952,17.0,1,1,0.0,0,7.1499999999999995,0,3,0,1,11,1,2024,0.81,10.7,10.2
0,4.35,18.0,2,2,3.952,0,7.1499999999999995,0,3,0,0,11,1,2025,0.8,14.9,15.3
0,5.657,17.0,1,1,0.0,0,7.1499999999999995,0,3,0,1,11,1,2024,0.65,9.7,10.5
0,3.127,18.0,2,2,5.656999999999999,0,7.1499999999999995,0,3,0,0,11,1,2025,0.64,4.4,4.2
1,10.37,20.0,1,3,0.0,0,6.7,0,4,0,0,5,1,2022,0.95,19.7,18.2
0,4.897,18.0,1,1,0.0,0,4.2,1,3,0,1,11,1,2024,0.5,8.8,8.6
0,0.654,17.0,1,1,0.0,0,7.9,0,3,0,1,11,1,2017,0.62,9.6,7.8
0,0.968,17.0,1,1,0.0,0,7.9,0,3,1,1,11,1,2017,0.95,10.8,11.5
0,11.207,18.0,2,2,0.968,0,7.9,0,3,1,0,11,1,2018,0.5,3.8,3.4
0,6.464,18.0,3,2,6.087500000000001,0,7.9,0,3,1,0,11,1,2018,0.72,9.4,10.1
